Fecha,Título,Autor,Medio de comunicación,Enlace
28 julio 2022,¿Institucionalización de los ofertones?,Pedro Varela,El Mercurio,https://lyd.org/opinion/2022/07/institucionalizacion-de-los-ofertones/
26 julio 2022,Educación: la llave del Tesoro,Tomás Flores,Diario Financiero,https://lyd.org/opinion/2022/07/educacion-la-llave-del-tesoro/
25 julio 2022,Inversión pública: ¿el día de la marmota?,Macarena García,La Tercera,https://lyd.org/opinion/2022/07/inversion-publica-el-dia-de-la-marmota/
24 julio 2022,¿DELIBERACIÓN O DESCALIFICACIÓN?,Natalia González,El Mercurio,https://lyd.org/opinion/2022/07/deliberacion-o-descalificacion/
23 julio 2022,La Piedra angular,Luis Larraín,La Tercera,https://lyd.org/opinion/2022/07/la-piedra-angular/
20 julio 2022,Plurinacionalidad: explicación desde el derecho político y constitucional,René Tapia,El Líbero,https://lyd.org/opinion/2022/07/plurinacionalidad-explicacion-desde-el-derecho-politico-y-constitucional/
20 julio 2022,Plurinacionalidad: explicación desde el derecho político y constitucional,René Tapia,El Líbero,https://lyd.org/opinion/2022/07/plurinacionalidad-explicacion-desde-el-derecho-politico-y-constitucional/
15 julio 2022,Boris: una crisis envidiable,Lucía Santa Cruz,El Mercurio,https://lyd.org/opinion/2022/07/boris-una-crisis-envidiable/
14 julio 2022,La Prueba de amor,Luis Larraín,El Líbero,https://lyd.org/opinion/2022/07/la-prueba-de-amor/
12 julio 2022,Animales lucrativos,Tomás Flores,El Líbero,https://lyd.org/opinion/2022/07/animales-lucrativos/
12 julio 2022,La Constitución de Boric,Jorge Ramírez,Voces de La Tercera,https://lyd.org/opinion/2022/07/la-constitucion-de-boric/
12 julio 2022,Contexto económico para una reforma tributaria,Luis Larraín,Diario Financiero,https://lyd.org/opinion/2022/07/contexto-economico-para-una-reforma-tributaria/
11 julio 2022,"SI NO ESTÁ ROTO, NO LO ARREGLE",No encontrado,La Tercera,https://lyd.org/opinion/2022/07/si-no-esta-roto-no-lo-arregle/
11 julio 2022,Espaldarazo del CNED al Simce,María Paz Arzola,La Tercera,https://lyd.org/opinion/2022/07/espaldarazo-del-cned-al-simce/
10 julio 2022,LA PAZ Y LA NUEVA CASA DE TODOS: LO QUE NO FUE,Natalia González,El Mercurio,https://lyd.org/opinion/2022/07/la-paz-y-la-nueva-casa-de-todos-lo-que-no-fue/
9 julio 2022,EL GRAN ELECTOR,Luis Larraín,La Tercera,https://lyd.org/opinion/2022/07/el-gran-elector/
3 julio 2022,La consigna es la consigna,Bettina Horst,El Mercurio,https://lyd.org/opinion/2022/07/la-consigna-es-la-consigna/
1 julio 2022,Intervención del ministerio de Hacienda,Esteban Ávila,Diario Financiero,https://lyd.org/opinion/2022/07/intervencion-del-ministerio-de-hacienda/
1 julio 2022,Desafiando a la tribu,Lucía Santa Cruz,El Mercurio,https://lyd.org/opinion/2022/07/desafiando-a-la-tribu/
1 julio 2022,Desafiando a la tribu,Lucía Santa Cruz,El Mercurio,https://lyd.org/opinion/2022/07/desafiando-a-la-tribu/
30 junio 2022,¿Cada vez más regiones?,Pedro Varela,La Tercera,https://lyd.org/opinion/2022/06/cada-vez-mas-regiones/
30 junio 2022,Sometidos a los pueblos indígenas,Luis Larraín,El Líbero,https://lyd.org/opinion/2022/06/sometidos-a-los-pueblos-indigenas/
28 junio 2022,¿Hacer bajar el dólar por secretaría?,Tomás Flores,Diario Financiero,https://lyd.org/opinion/2022/06/hacer-bajar-el-dolar-por-secretaria/
27 junio 2022,Un Banco Central empoderado,Macarena García,La Tercera,https://lyd.org/opinion/2022/06/un-banco-central-empoderado/
26 junio 2022,"APROBAR PARA MEJORAR, ¡UN OXÍMORON!",Natalia González,No encontrado,https://lyd.org/opinion/2022/06/aprobar-para-mejorar-un-oximoron/
25 junio 2022,LA CASA POR LA VENTANA,Luis Larraín,La Tercera,https://lyd.org/opinion/2022/06/la-casa-por-la-ventana-2/
24 junio 2022,Prohibición total de armas de fuego: una cuestión constitucional,René Tapia,El Líbero,https://lyd.org/opinion/2022/06/prohibicion-total-de-armas-de-fuego-una-cuestion-constitucional/
20 junio 2022,LA CONVENCIONAL CONVENIENCIA,Bernardita Valdés,La Tercera,https://lyd.org/opinion/2022/06/la-convencional-conveniencia/
17 junio 2022,¿Y si rechazamos el paraíso en la tierra?,Lucía Santa Cruz,El Mercurio,https://lyd.org/opinion/2022/06/y-si-rechazamos-el-paraiso-en-la-tierra/
14 junio 2022,Soberanía alimentaria: ¿Un nuevo ataque al libre comercio?,Tomás Flores,El Líbero,https://lyd.org/opinion/2022/06/soberania-alimentaria-un-nuevo-ataque-al-libre-comerciola-brutal-invasion-de-rusia-a-ucrania-ha-generado-una-disrupcion-en-la-produccion-de-cereales-aceite-de-maravilla-y-fertilizantes-con-e/
14 junio 2022,Constitución económica,Luis Larraín,Diario Financiero,https://lyd.org/opinion/2022/06/constitucion-economica/
13 junio 2022,El lado oscuro de los derechos en la Constitución,María Paz Arzola,La Tercera,https://lyd.org/opinion/2022/06/el-lado-oscuro-de-los-derechos-en-la-constitucion/
13 junio 2022,El lado oscuro de los derechos en la Constitución,María Paz Arzola,La Tercera,https://lyd.org/opinion/2022/06/el-lado-oscuro-de-los-derechos-en-la-constitucion/
12 junio 2022,Propaganda oficial,Natalia González,El Mercurio,https://lyd.org/opinion/2022/06/propaganda-oficial/
11 junio 2022,La trampa perpetua,Luis Larraín,La Tercera,https://lyd.org/opinion/2022/06/la-trampa-perpetua/
10 junio 2022,Derechos de agua versus certeza jurídica,María Paz Valenzuela,Diario Financiero,https://lyd.org/opinion/2022/06/derechos-de-agua-versus-certeza-juridica/
6 junio 2022,NO BASTA SOLO EL ÍMPETU,Macarena García,La Tercera,https://lyd.org/opinion/2022/06/no-basta-solo-el-impetu/
5 junio 2022,No es Cambalache… y no da lo mismo,Bettina Horst,El Mercurio,https://lyd.org/opinion/2022/06/no-es-cambalache-y-no-da-lo-mismo/
3 junio 2022,Preámbulo: ¿moderado o radical?,René Tapia,El Líbero,https://lyd.org/opinion/2022/06/preambulo-moderado-o-radical/
3 junio 2022,La madre de todas las batallas,Lucía Santa Cruz,El Mercurio,https://lyd.org/opinion/2022/06/la-madre-de-todas-las-batallas/
2 junio 2022,Sueño de la representación: aquí no está,Bernardita Valdés,La Tercera,https://lyd.org/opinion/2022/06/sueno-de-la-representacion-aqui-no-esta/
1 junio 2022,Planificación territorial y nueva Constitución: ¿quién será el responsable?,Paulina Henoch,No encontrado,https://lyd.org/opinion/2022/06/planificacion-territorial-y-nueva-constitucion-quien-sera-el-responsable/
1 junio 2022,Indigenismo radical instalado en La Moneda,Luis Larraín,El Líbero,https://lyd.org/opinion/2022/06/indigenismo-radical-instalado-en-la-moneda/
31 mayo 2022,La vaina tres veces más cara que el sable,Tomás Flores,El Líbero,https://lyd.org/opinion/2022/05/la-vaina-tres-veces-mas-cara-que-el-sable/
30 mayo 2022,“Gracias totales cabr@s”,Rodrigo Ubilla,La Tercera,https://lyd.org/opinion/2022/05/gracias-totales-cabrs/
30 mayo 2022,“Gracias totales cabr@s”,Rodrigo Ubilla,La Tercera,https://lyd.org/opinion/2022/05/gracias-totales-cabrs/
30 mayo 2022,Vallas a sortear por la nueva responsabilidad fiscal,Macarena García,La Tercera,https://lyd.org/opinion/2022/05/vallas-a-sortear-por-la-nueva-responsabilidad-fiscal/
29 mayo 2022,¿Aprobar para reformar?,Natalia González,El Mercurio,https://lyd.org/opinion/2022/05/aprobar-para-reformar/
28 mayo 2022,Rechazo y cambios constitucionales,Luis Larraín,La Tercera,https://lyd.org/opinion/2022/05/rechazo-y-cambios-constitucionales/
27 mayo 2022,Normas transitorias: Mantener las reglas del juego,Bernardita Valdés,El Líbero,https://lyd.org/opinion/2022/05/normas-transitorias-mantener-las-reglas-del-juego/
27 mayo 2022,"El proceso, el borrador, la realidad",Pedro Varela,El Mercurio,https://lyd.org/opinion/2022/05/el-proceso-el-borrador-la-realidad/
26 mayo 2022,Negociación colectiva,Nicolás Rodriguez,La Tercera,https://lyd.org/opinion/2022/05/negociacion-colectiva/
24 mayo 2022,Nueva Constitución y objetivos del sistema tributario,Paulina Henoch,Diario Financiero,https://lyd.org/opinion/2022/05/nueva-constitucion-y-objetivos-del-sistema-tributario/
24 mayo 2022,El Estado empresario contraataca,Tomás Flores,Diario Financiero,https://lyd.org/opinion/2022/05/el-estado-empresario-contraataca/
20 mayo 2022,Excluidos,Lucía Santa Cruz,El Mercurio,https://lyd.org/opinion/2022/05/excluidos/
19 mayo 2022,Normas de transición y el cúmulo de leyes que se asoman en el horizonte… pero ¿y las prioridades ciudadanas?,Natalia González,El Líbero,https://lyd.org/opinion/2022/05/normas-de-transicion-y-el-cumulo-de-leyes-que-se-asoman-en-el-horizonte-pero-y-las-prioridades-ciudadanas/
19 mayo 2022,¿Cascos azules en La Araucanía?,Luis Larraín,El Líbero,https://lyd.org/opinion/2022/05/cascos-azules-en-la-araucania/
17 mayo 2022,"Escaños reservados, consulta indígena y sus resultados",René Tapia,El Líbero,https://lyd.org/opinion/2022/05/escan%cc%83os-reservados-consulta-indigena-y-sus-resultados/
17 mayo 2022,"Escaños reservados, consulta indígena y sus resultados",René Tapia,El Líbero,https://lyd.org/opinion/2022/05/escan%cc%83os-reservados-consulta-indigena-y-sus-resultados/
17 mayo 2022,Los nuevos 13 tribunales ambientales,Esteban Ávila,Diario Financiero,https://lyd.org/opinion/2022/05/los-nuevos-13-tribunales-ambientales/
17 mayo 2022,Inflación: Un monstruo grande y pisa fuerte,Tomás Flores,El Líbero,https://lyd.org/opinion/2022/05/inflacion-un-monstruo-grande-y-pisa-fuerte/
16 mayo 2022,Amenaza constitucional en educación,María Paz Arzola,La Tercera,https://lyd.org/opinion/2022/05/amenaza-constitucional-en-educacion/
16 mayo 2022,Masificando las tarjetas de pago,Tomás Flores,Pulso,https://lyd.org/opinion/2022/05/masificando-las-tarjetas-de-pago/
15 mayo 2022,LA TRANQUILIDAD DE DON MARIO,Natalia González,El Mercurio,https://lyd.org/opinion/2022/05/la-tranquilidad-de-don-mario/
14 mayo 2022,RESTITUCIÓN Y EXTORSIÓN,Luis Larraín,La Tercera,https://lyd.org/opinion/2022/05/restitucion-y-extorsion/
13 mayo 2022,"Desigualdad en la propiedad privada, la propiedad indígena y la expropiación",Nicolás Rodriguez,El Líbero,https://lyd.org/opinion/2022/05/desigualdad-en-la-propiedad-privada-la-propiedad-indigena-y-la-expropiacion/
10 mayo 2022,Minería: ¿disparos a los pies?,Luis Larraín,Diario Financiero,https://lyd.org/opinion/2022/05/mineria-disparos-a-los-pies/
9 mayo 2022,Acción de tutela: más problemas que soluciones,Esteban Ávila,Voces de La Tercera,https://lyd.org/opinion/2022/05/accion-de-tutela-mas-problemas-que-soluciones/
8 mayo 2022,"SALARIO MINIMO, ¿MAYOR SALARIO?",Bettina Horst,El Mercurio,https://lyd.org/opinion/2022/05/salario-minimo-mayor-salario/
6 mayo 2022,Democracia y Convención Constitucional,Lucía Santa Cruz,El Mercurio,https://lyd.org/opinion/2022/05/democracia-y-convencion-constitucional/
5 mayo 2022,VIOLENCIA CONSUSTANCIAL,Luis Larraín,El Líbero,https://lyd.org/opinion/2022/05/violencia-consustancial/
5 mayo 2022,VIOLENCIA CONSUSTANCIAL,Luis Larraín,El Líbero,https://lyd.org/opinion/2022/05/violencia-consustancial/
2 mayo 2022,PROPIEDAD Y DESARROLLO: UNA RELACIÓN INDIVISIBLE,Macarena García,La Tercera,https://lyd.org/opinion/2022/05/propiedad-y-desarrollo-una-relacion-indivisible/
1 mayo 2022,¿PUNTO DE PARTIDA O DE NO RETORNO?,Natalia González,El Mercurio,https://lyd.org/opinion/2022/05/punto-de-partida-o-de-no-retorno/
30 abril 2022,UN CLAMOR EN LA ARAUCANÍA,Luis Larraín,La Tercera,https://lyd.org/opinion/2022/04/un-clamor-en-la-araucania/
28 abril 2022,EL DERECHO DE PROPIEDAD SE DEBILITA,Luis Larraín,El Líbero,https://lyd.org/opinion/2022/04/debilitamiento-del-derecho-de-propiedad/
27 abril 2022,Expropiaciones masivas por territorios ancestrales indígenas,René Tapia,El Líbero,https://lyd.org/opinion/2022/04/expropiaciones-masivas-por-territorios-ancestrales-indigenas/
26 abril 2022,DERECHO A HUELGA EN SECTOR PÚBLICO: UNA MUY MALA IDEA,Tomás Flores,Diario Financiero,https://lyd.org/opinion/2022/04/derecho-a-huelga-en-sector-publico-una-muy-mala-idea/
25 abril 2022,CARÁCTER MILITAR DE CARABINEROS,Rodrigo Ubilla,La Tercera,https://lyd.org/opinion/2022/04/caracter-militar-de-carabineros/
22 abril 2022,"SEMIVERDADES, MENTIRAS Y FALACIAS",Lucía Santa Cruz,El Mercurio,https://lyd.org/opinion/2022/04/semiverdades-mentiras-y-falacias/
20 abril 2022,Retiros Universales: ¿Benefician a los pobres?,Tomás Flores,El Líbero,https://lyd.org/opinion/2022/04/retiros-universales-benefician-a-los-pobres/
18 abril 2022,Educación al pleno de la convención constitucional,María Paz Arzola,La Tercera,https://lyd.org/opinion/2022/04/educacion-al-pleno-de-la-convencion-constitucional/
17 abril 2022,"CYBER SOCIAL CONSTITUCIONAL, CON LETRA CHICA",Natalia González,El Mercurio,https://lyd.org/opinion/2022/04/cyber-social-constitucional-con-letra-chica/
16 abril 2022,Retiro al fin,Luis Larraín,La Tercera,https://lyd.org/opinion/2022/04/retiro-al-fin/
16 abril 2022,Retiro al fin,Luis Larraín,La Tercera,https://lyd.org/opinion/2022/04/retiro-al-fin/
13 abril 2022,¿Fronteras libres en la nueva Constitución?,René Tapia,El Líbero,https://lyd.org/opinion/2022/04/fronteras-libres-en-la-nueva-constitucion/
12 abril 2022,Corte Constitucional: la importancia de las calificaciones,Esteban Ávila,Diario Financiero,https://lyd.org/opinion/2022/04/corte-constitucional-la-importancia-de-las-calificaciones/
12 abril 2022,La Invención de Marcel,Luis Larraín,Diario Financiero,https://lyd.org/opinion/2022/04/la-invencion-de-marcel/
11 abril 2022,Banco Central y ADP,Bettina Horst,El Mercurio,https://lyd.org/opinion/2022/04/banco-central-y-adp/
10 abril 2022,Hacia el control político de los fondos previsionales,Bettina Horst,El Mercurio,https://lyd.org/opinion/2022/04/hacia-el-control-politico-de-los-fondos-previsionales/
9 abril 2022,Estado fallido en la Macrozona Sur,Luis Larraín,La Tercera,https://lyd.org/opinion/2022/04/estado-fallido-en-la-macrozona-sur/
8 abril 2022,¿Una revolución en marcha?,Lucía Santa Cruz,El Mercurio,https://lyd.org/opinion/2022/04/una-revolucion-en-marcha/
4 abril 2022,CON PERAS Y MANZANAS: MITOS DE LA REFORMA TRIBUTARIA 2022,Macarena García,La Tercera,https://lyd.org/opinion/2022/04/con-peras-y-manzanas-mitos-de-la-reforma-tributaria-2022/
3 abril 2022,CONSECUENCIAS CONSTITUCIONALES,Natalia González,El Mercurio,https://lyd.org/opinion/2022/04/consecuencias-constitucionales/
2 abril 2022,Caen las máscaras de la Convención,Luis Larraín,La Tercera,https://lyd.org/opinion/2022/04/caen-las-mascaras-de-la-convencion/
1 abril 2022,La Constitución histórica de Chile,René Tapia,El Líbero,https://lyd.org/opinion/2022/04/la-constitucion-historica-de-chile/
1 abril 2022,Regulando las plataformas digitales de servicios,Tomás Flores,Diario Financiero,https://lyd.org/opinion/2022/04/regulando-las-plataformas-digitales-de-servicios/
1 abril 2022,Regulando las plataformas digitales de servicios,Tomás Flores,Diario Financiero,https://lyd.org/opinion/2022/04/regulando-las-plataformas-digitales-de-servicios/
31 marzo 2022,MALAS NOTICIAS PARA LA LIBERTAD DE ENSEÑANZA,María Paz Arzola,La Tercera,https://lyd.org/opinion/2022/03/malas-noticias-para-la-libertad-de-ensenanza/
31 marzo 2022,La segunda vuelta de Izkia,Luis Larraín,El Líbero,https://lyd.org/opinion/2022/03/la-segunda-vuelta-de-izkia/
29 marzo 2022,Autonomías Territoriales Indígenas: peligrosa idea,Pedro Varela,Diario Financiero,https://lyd.org/opinion/2022/03/autonomias-territoriales-indigenas-peligrosa-idea/
26 marzo 2022,UN PAÍS INDÍGENA,Luis Larraín,La Tercera,https://lyd.org/opinion/2022/03/un-pais-indigena/
25 marzo 2022,Réquiem por la democracia representativa,Lucía Santa Cruz,El Mercurio,https://lyd.org/opinion/2022/03/requiem-por-la-democracia-representativa/
24 marzo 2022,"Retiros, reformas y realidad",Ingrid Jones,La Tercera,https://lyd.org/opinion/2022/03/retiros-reformas-y-realidad/
21 marzo 2022,¿QUÉ HACER CON EL CAE?,María Paz Arzola,La Tercera,https://lyd.org/opinion/2022/03/que-hacer-con-el-cae/
20 marzo 2022,LA MINISTRA ¿DEL INTERIOR O DE LOS MANUALES?,Natalia González,El Mercurio,https://lyd.org/opinion/2022/03/la-ministra-del-interior-o-de-los-manuales/
19 marzo 2022,Presos políticos Mapuche,Luis Larraín,La Tercera,https://lyd.org/opinion/2022/03/70318/
18 marzo 2022,Políticas sociales y la importancia de los buenos instrumentos,Paulina Henoch,Diario Financiero,https://lyd.org/opinion/2022/03/politicas-sociales-y-la-importancia-de-los-buenos-instrumentos/
17 marzo 2022,Pluralismo jurídico radical en la Convención: cada vez más cerca de la plurinacionalidad de Bolivia,René Tapia,El Líbero,https://lyd.org/opinion/2022/03/pluralismo-juridico-radical-en-la-convencion-cada-vez-mas-cerca-de-la-plurinacionalidad-de-bolivia/
17 marzo 2022,El Gobierno como espectáculo,Luis Larraín,El Líbero,https://lyd.org/opinion/2022/03/el-gobierno-como-espectaculo/
17 marzo 2022,El Gobierno como espectáculo,Luis Larraín,El Líbero,https://lyd.org/opinion/2022/03/el-gobierno-como-espectaculo/
13 marzo 2022,DON OSCAR Y LA MODERACIÓN,Bettina Horst,El Mercurio,https://lyd.org/opinion/2022/03/don-oscar-y-la-moderacion/
12 marzo 2022,PRESIDENTE Y CONVENCIÓN: ¿DOS CARAS DE LA MONEDA?,Natalia González,El Mercurio,https://lyd.org/opinion/2022/03/presidente-y-convencion-dos-caras-de-la-moneda/
12 marzo 2022,¿PRESIDENTE BORIC: ESTADISTA O PARTISANO?,Luis Larraín,La Tercera,https://lyd.org/opinion/2022/03/presidente-boric-estadista-o-partisano/
11 marzo 2022,"ADIÓS, PRESIDENTE. MUCHAS GRACIAS",Lucía Santa Cruz,El Mercurio,https://lyd.org/opinion/2022/03/adios-presidente-muchas-gracias/
10 marzo 2022,PLURALISMO JURÍDICO,Esteban Ávila,La Tercera,https://lyd.org/opinion/2022/03/pluralismo-juridico/
8 marzo 2022,La guerra y la economía chilena,Tomás Flores,El Líbero,https://lyd.org/opinion/2022/03/la-guerra-y-la-economia-chilena/
8 marzo 2022,CON GUITARRA,Luis Larraín,Diario Financiero,https://lyd.org/opinion/2022/03/con-guitarra/
7 marzo 2022,¿Autonomía real o aparente?,Macarena García,La Tercera,https://lyd.org/opinion/2022/03/autonomia-real-o-aparente/
6 marzo 2022,¿DETERMINISMO CONSTITUCIONAL?,Natalia González,El Mercurio,https://lyd.org/opinion/2022/03/determinismo-constitucional/
5 marzo 2022,CONSTITUCIÓN Y SENTIDO COMÚN,Luis Larraín,La Tercera,https://lyd.org/opinion/2022/03/constitucion-y-sentido-comun/
4 marzo 2022,Reforma Constitucional Rojas Vade: ¿debe actuar el Congreso Nacional?,René Tapia,El Líbero,https://lyd.org/opinion/2022/03/reforma-constitucional-rojas-vade-debe-actuar-el-congreso-nacional/
3 marzo 2022,La falta de cooperación y la Convención,Bernardita Valdés,Diario Financiero,https://lyd.org/opinion/2022/03/la-falta-de-cooperacion-y-la-convencion/
3 marzo 2022,La falta de cooperación y la Convención,Bernardita Valdés,Diario Financiero,https://lyd.org/opinion/2022/03/la-falta-de-cooperacion-y-la-convencion/
3 marzo 2022,La Convención de Rojas Vade,Luis Larraín,El Líbero,https://lyd.org/opinion/2022/03/la-convencion-de-rojas-vade/
2 marzo 2022,LIBERTAD DE EXPRESIÓN EN JAQUE,María Trinidad Schleyer,La Tercera,https://lyd.org/opinion/2022/03/libertad-de-expresion-en-jaque/
28 febrero 2022,IFE laboral,Tomás Flores,El Mercurio,https://lyd.org/opinion/2022/02/ife-laboral/
26 febrero 2022,LA DEMOCRACIA BAJO ATAQUE,Luis Larraín,La Tercera,https://lyd.org/opinion/2022/02/la-democracia-bajo-ataque/
24 febrero 2022,Fijación estatal de las Tasas de intercambio: ¿Sólo para la galería?,Tomás Flores,Diario Financiero,https://lyd.org/opinion/2022/02/fijacion-estatal-de-las-tasas-de-intercambio-solo-para-la-galeria/
22 febrero 2022,Inversión chilena conquistando al mundo,Tomás Flores,El Líbero,https://lyd.org/opinion/2022/02/inversion-chilena-conquistando-al-mundo/
21 febrero 2022,Boric y Figueroa,María Paz Arzola,La Tercera,https://lyd.org/opinion/2022/02/boric-y-figueroa/
20 febrero columnas,Buenistán,Natalia González,El Mercurio,https://lyd.org/centro-de-prensa/columnas/2022/02/buenistan/
18 febrero 2022,El joystick de la Convención,Luis Larraín,La Tercera,https://lyd.org/opinion/2022/02/el-joystick-de-la-convencion/
18 febrero 2022,Empresa Nacional del Litio: una mala idea,Tomás Flores,La Tercera,https://lyd.org/opinion/2022/02/empresa-nacional-del-litio-una-mala-idea/
13 febrero 2022,Estado regional y sus riesgos económicos,Bettina Horst,El Mercurio,https://lyd.org/opinion/2022/02/estado-regional-y-sus-riesgos-economicos/
11 febrero 2022,Convención: ¿cómo salimos de ésta?,Luis Larraín,La Tercera,https://lyd.org/opinion/2022/02/convencion-como-salimos-de-esta/
11 febrero 2022,Convención: ¿cómo salimos de ésta?,Luis Larraín,La Tercera,https://lyd.org/opinion/2022/02/convencion-como-salimos-de-esta/
8 febrero 2022,El Otro Extractivismo,Luis Larraín,Diario Financiero,https://lyd.org/opinion/2022/02/el-otro-extractivismo/
7 febrero 2022,No todo se corregirá en el Pleno,Pilar Hazbun,La Tercera,https://lyd.org/opinion/2022/02/no-todo-se-corregira-en-el-pleno/
6 febrero 2022,¿Tendremos que cuidarnos de la Convención?,Natalia González,El Mercurio,https://lyd.org/opinion/2022/02/tendremos-que-cuidarnos-de-la-convencion/
4 febrero 2022,Dibujando el nuevo Chile,Luis Larraín,La Tercera,https://lyd.org/opinion/2022/02/dibujando-el-nuevo-chile/
2 febrero 2022,"LA NACIÓN CHILENA, LA PLURINACIONALIDAD Y LA MUERTE DEL SOBERANO",René Tapia,El Líbero,https://lyd.org/opinion/2022/02/la-nacion-chilena-la-plurinacionalidad-y-la-muerte-del-soberano/
